Image Path,Computation Time (s)
C:\Users\dhani\Documents\Tugas Akhir and Stuff\Data\Vatica umbonata Burck\IMG_20241125_090747.jpg,0.07965803146362305
C:\Users\dhani\Documents\Tugas Akhir and Stuff\Data\Alstonia angustiloba Miq\IMG_20241123_094537.jpg,0.0831611156463623
C:\Users\dhani\Documents\Tugas Akhir and Stuff\Data\Plumeria sp\IMG_20241109_151105.jpg,0.07898712158203125
C:\Users\dhani\Documents\Tugas Akhir and Stuff\Data\Terminalia mantaly H.Perrier\IMG_20241109_132546.jpg,0.08107900619506836
C:\Users\dhani\Documents\Tugas Akhir and Stuff\Data\Furcraea foetida (L.) Haw\IMG_20241113_100228.jpg,0.09692668914794922
C:\Users\dhani\Documents\Tugas Akhir and Stuff\Data\Eusideroxylon zwageri Teijsm. & Binn\IMG_20241109_134354.jpg,0.09036588668823242
C:\Users\dhani\Documents\Tugas Akhir and Stuff\Data\Pandanus amaryllifolius Roxb\IMG_20241123_102052.jpg,0.07804465293884277
C:\Users\dhani\Documents\Tugas Akhir and Stuff\Data\Amorphophallus paeoniifolius (Dennst.) Nicolson\IMG_20241123_090455.jpg,0.07289290428161621
C:\Users\dhani\Documents\Tugas Akhir and Stuff\Data\Agathis borneensis Warburg\IMG_20241019_132919.jpg,0.07118511199951172
C:\Users\dhani\Documents\Tugas Akhir and Stuff\Data\Grammatophyllum speciosum\IMG_20241125_103403.jpg,0.07645440101623535
C:\Users\dhani\Documents\Tugas Akhir and Stuff\Data\Borassodendron borneensis J. Dransf\IMG_20241125_120309_1.jpg,0.07654571533203125
C:\Users\dhani\Documents\Tugas Akhir and Stuff\Data\Excoecaria cochinchinensis Lour\IMG_20241125_103957.jpg,0.0695183277130127
C:\Users\dhani\Documents\Tugas Akhir and Stuff\Data\Ctenanthe burle-marxii H.Kenn\IMG_20241109_144346.jpg,0.07001185417175293
C:\Users\dhani\Documents\Tugas Akhir and Stuff\Data\Costus woodsonii Maas\IMG_20241125_104937.jpg,0.07224082946777344
C:\Users\dhani\Documents\Tugas Akhir and Stuff\Data\Ruellia simplex C.Wright\IMG_20241113_105021.jpg,0.07061052322387695
C:\Users\dhani\Documents\Tugas Akhir and Stuff\Data\Kalanchoe pinnata\IMG_20241125_094445.jpg,0.07411956787109375
C:\Users\dhani\Documents\Tugas Akhir and Stuff\Data\Bougainvillea spectabilis\IMG_20241019_134254.jpg,0.07413268089294434
C:\Users\dhani\Documents\Tugas Akhir and Stuff\Data\Plumeria sp\IMG_20241109_145342.jpg,0.07975435256958008
C:\Users\dhani\Documents\Tugas Akhir and Stuff\Data\Furcraea foetida (L.) Haw\IMG_20241125_112900.jpg,0.06845784187316895
C:\Users\dhani\Documents\Tugas Akhir and Stuff\Data\Terminalia mantaly H.Perrier\IMG_20241123_084142.jpg,0.07528090476989746
C:\Users\dhani\Documents\Tugas Akhir and Stuff\Data\Bougainvillea spectabilis\IMG_20241019_134256.jpg,0.07252073287963867
C:\Users\dhani\Documents\Tugas Akhir and Stuff\Data\Dracaena reflexa Lam\IMG_20241125_114305.jpg,0.07190179824829102
C:\Users\dhani\Documents\Tugas Akhir and Stuff\Data\Costus woodsonii Maas\IMG_20241125_104823.jpg,0.06728553771972656
C:\Users\dhani\Documents\Tugas Akhir and Stuff\Data\Dracaena trifasciata (Prain) Mabb\IMG_20241125_094855.jpg,0.07206487655639648
C:\Users\dhani\Documents\Tugas Akhir and Stuff\Data\Syzygium oleana\IMG_20241019_131537.jpg,0.07744741439819336
C:\Users\dhani\Documents\Tugas Akhir and Stuff\Data\Syzygium oleana\IMG_20241019_131517.jpg,0.07674908638000488
C:\Users\dhani\Documents\Tugas Akhir and Stuff\Data\Costus woodsonii Maas\IMG_20241125_104559.jpg,0.07080841064453125
C:\Users\dhani\Documents\Tugas Akhir and Stuff\Data\Garcinia mangostana L\IMG_20241123_094959.jpg,0.0739903450012207
C:\Users\dhani\Documents\Tugas Akhir and Stuff\Data\Hura crepitans L\IMG_20241106_090524.jpg,0.07572197914123535
C:\Users\dhani\Documents\Tugas Akhir and Stuff\Data\Cocos nucifera L\IMG_20241123_092835.jpg,0.07856082916259766
C:\Users\dhani\Documents\Tugas Akhir and Stuff\Data\Grammatophyllum speciosum\IMG_20241125_103455.jpg,0.08730340003967285
C:\Users\dhani\Documents\Tugas Akhir and Stuff\Data\Alstonia angustiloba Miq\IMG_20241109_150131.jpg,0.07726693153381348
C:\Users\dhani\Documents\Tugas Akhir and Stuff\Data\Costus woodsonii Maas\IMG_20241125_104507.jpg,0.06930208206176758
C:\Users\dhani\Documents\Tugas Akhir and Stuff\Data\Alstonia angustiloba Miq\IMG_20241123_094256.jpg,0.09238624572753906
C:\Users\dhani\Documents\Tugas Akhir and Stuff\Data\Acalypha wilkesiana Müll.Arg\IMG_20241106_102603.jpg,0.06614041328430176
C:\Users\dhani\Documents\Tugas Akhir and Stuff\Data\Dillenia sp\IMG_20241106_100409.jpg,0.06638455390930176
C:\Users\dhani\Documents\Tugas Akhir and Stuff\Data\Agathis borneensis Warburg\IMG_20241125_113450.jpg,0.07174015045166016
C:\Users\dhani\Documents\Tugas Akhir and Stuff\Data\Hopea pedicellata (Brandis) Symington\IMG_20241106_094803.jpg,0.07776260375976562
C:\Users\dhani\Documents\Tugas Akhir and Stuff\Data\Plumeria sp\IMG_20241109_145345.jpg,0.08341550827026367
C:\Users\dhani\Documents\Tugas Akhir and Stuff\Data\Allamanda cathartica L\IMG_20241109_142004.jpg,0.07985281944274902
C:\Users\dhani\Documents\Tugas Akhir and Stuff\Data\Dracaena trifasciata (Prain) Mabb\IMG_20241125_094913.jpg,0.07752799987792969
C:\Users\dhani\Documents\Tugas Akhir and Stuff\Data\Nepenthes mirabilis Druce\IMG_20241125_121724.jpg,0.07174944877624512
C:\Users\dhani\Documents\Tugas Akhir and Stuff\Data\Koompassia excelsa (Becc.) Taub\IMG_20241113_103139.jpg,0.08507823944091797
C:\Users\dhani\Documents\Tugas Akhir and Stuff\Data\Hopea pedicellata (Brandis) Symington\IMG_20241125_085925.jpg,0.07244515419006348
C:\Users\dhani\Documents\Tugas Akhir and Stuff\Data\Vatica umbonata Burck\IMG_20241125_090623.jpg,0.0765535831451416
C:\Users\dhani\Documents\Tugas Akhir and Stuff\Data\Hopea pedicellata (Brandis) Symington\IMG_20241125_085937.jpg,0.08301877975463867
C:\Users\dhani\Documents\Tugas Akhir and Stuff\Data\Cornus alba L\IMG_20241109_142922.jpg,0.08191680908203125
C:\Users\dhani\Documents\Tugas Akhir and Stuff\Data\Diospyros confertiflora Hiern\IMG_20241125_085708.jpg,0.08223485946655273
C:\Users\dhani\Documents\Tugas Akhir and Stuff\Data\Cordyline fruticosa (L.) A. Chev\IMG_20241115_085630.jpg,0.07903385162353516
C:\Users\dhani\Documents\Tugas Akhir and Stuff\Data\Plumeria sp\IMG_20241109_145412.jpg,0.08477354049682617
C:\Users\dhani\Documents\Tugas Akhir and Stuff\Data\Licuala spinosa\IMG_20241125_093008.jpg,0.08134102821350098
C:\Users\dhani\Documents\Tugas Akhir and Stuff\Data\Agave demeesteriana Jacobi\IMG_20241109_140511.jpg,0.07823777198791504
C:\Users\dhani\Documents\Tugas Akhir and Stuff\Data\Grammatophyllum speciosum\IMG_20241125_103520.jpg,0.08086180686950684
C:\Users\dhani\Documents\Tugas Akhir and Stuff\Data\Alstonia iwahigensis Elmer\IMG_20241125_113147.jpg,0.08166694641113281
C:\Users\dhani\Documents\Tugas Akhir and Stuff\Data\Ctenanthe burle-marxii H.Kenn\IMG_20241109_144627.jpg,0.06425189971923828
C:\Users\dhani\Documents\Tugas Akhir and Stuff\Data\Codiaeum variegatum (L.) Rumph. ex A.Juss\IMG_20241109_135210.jpg,0.08310627937316895
C:\Users\dhani\Documents\Tugas Akhir and Stuff\Data\Bougainvillea spectabilis\IMG_20241019_131246.jpg,0.08617520332336426
C:\Users\dhani\Documents\Tugas Akhir and Stuff\Data\Excoecaria cochinchinensis Lour\IMG_20241125_103925.jpg,0.07101655006408691
C:\Users\dhani\Documents\Tugas Akhir and Stuff\Data\Allamanda cathartica L\IMG_20241109_141929.jpg,0.06601428985595703
C:\Users\dhani\Documents\Tugas Akhir and Stuff\Data\Diospyros confertiflora Hiern\IMG_20241125_085343.jpg,0.07894587516784668
C:\Users\dhani\Documents\Tugas Akhir and Stuff\Data\Diospyros borneensis Hiern\IMG_20241123_102816.jpg,0.07606959342956543
C:\Users\dhani\Documents\Tugas Akhir and Stuff\Data\Vatica oblongifolia Hook.f\IMG_20241125_111658.jpg,0.0735161304473877
C:\Users\dhani\Documents\Tugas Akhir and Stuff\Data\Hura crepitans L\IMG_20241109_132902.jpg,0.07581496238708496
C:\Users\dhani\Documents\Tugas Akhir and Stuff\Data\Vatica oblongifolia Hook.f\IMG_20241106_095600.jpg,0.0743417739868164
C:\Users\dhani\Documents\Tugas Akhir and Stuff\Data\Alstonia iwahigensis Elmer\IMG_20241125_113333.jpg,0.07613873481750488
C:\Users\dhani\Documents\Tugas Akhir and Stuff\Data\Alstonia iwahigensis Elmer\IMG_20241125_113150.jpg,0.0784757137298584
C:\Users\dhani\Documents\Tugas Akhir and Stuff\Data\Ctenanthe burle-marxii H.Kenn\IMG_20241109_144343.jpg,0.06819272041320801
C:\Users\dhani\Documents\Tugas Akhir and Stuff\Data\Cornus alba L\IMG_20241109_142737.jpg,0.08421611785888672
C:\Users\dhani\Documents\Tugas Akhir and Stuff\Data\Tabernaemontana divaricata (L.) R.Br. ex Roem. & Schult\IMG_20241125_114912.jpg,0.0712428092956543
C:\Users\dhani\Documents\Tugas Akhir and Stuff\Data\Garcinia mangostana L\IMG_20241109_150623_1.jpg,0.07503938674926758
C:\Users\dhani\Documents\Tugas Akhir and Stuff\Data\Duranta erecta L\IMG_20241106_100822.jpg,0.07701754570007324
C:\Users\dhani\Documents\Tugas Akhir and Stuff\Data\Asystasia gangetica (L.) T.Anderson\IMG_20241125_115429.jpg,0.07062005996704102
C:\Users\dhani\Documents\Tugas Akhir and Stuff\Data\Furcraea foetida (L.) Haw\IMG_20241125_112813.jpg,0.06501436233520508
C:\Users\dhani\Documents\Tugas Akhir and Stuff\Data\Excoecaria cochinchinensis Lour\IMG_20241125_103838.jpg,0.07316923141479492
C:\Users\dhani\Documents\Tugas Akhir and Stuff\Data\Diospyros borneensis Hiern\IMG_20241019_132726.jpg,0.08743047714233398
C:\Users\dhani\Documents\Tugas Akhir and Stuff\Data\Terminalia mantaly H.Perrier\IMG_20241123_084046.jpg,0.08205437660217285
C:\Users\dhani\Documents\Tugas Akhir and Stuff\Data\Excoecaria cochinchinensis Lour\IMG_20241125_104220.jpg,0.07166600227355957
C:\Users\dhani\Documents\Tugas Akhir and Stuff\Data\Tabernaemontana divaricata (L.) R.Br. ex Roem. & Schult\IMG_20241125_115024.jpg,0.06949496269226074
C:\Users\dhani\Documents\Tugas Akhir and Stuff\Data\Dracaena trifasciata (Prain) Mabb\IMG_20241125_094858.jpg,0.08194565773010254
C:\Users\dhani\Documents\Tugas Akhir and Stuff\Data\Syzygium oleana\IMG_20241019_131514_1.jpg,0.07340455055236816
C:\Users\dhani\Documents\Tugas Akhir and Stuff\Data\Alstonia iwahigensis Elmer\IMG_20241125_113152.jpg,0.09798717498779297
C:\Users\dhani\Documents\Tugas Akhir and Stuff\Data\Agathis borneensis Warburg\IMG_20241125_113417.jpg,0.0690155029296875
C:\Users\dhani\Documents\Tugas Akhir and Stuff\Data\Acalypha wilkesiana Müll.Arg\IMG_20241115_085714.jpg,0.06944990158081055
C:\Users\dhani\Documents\Tugas Akhir and Stuff\Data\Cordyline fruticosa (L.) A. Chev\IMG_20241109_133628.jpg,0.07610011100769043
C:\Users\dhani\Documents\Tugas Akhir and Stuff\Data\Hura crepitans L\IMG_20241123_084404.jpg,0.07463192939758301
C:\Users\dhani\Documents\Tugas Akhir and Stuff\Data\Pandanus pygmaeus Thouars\IMG_20241113_111141.jpg,0.08063912391662598
C:\Users\dhani\Documents\Tugas Akhir and Stuff\Data\Vatica umbonata Burck\IMG_20241125_090639.jpg,0.07968688011169434
C:\Users\dhani\Documents\Tugas Akhir and Stuff\Data\Cocos nucifera L\IMG_20241109_135531.jpg,0.07436871528625488
C:\Users\dhani\Documents\Tugas Akhir and Stuff\Data\Ctenanthe burle-marxii H.Kenn\IMG_20241123_101305.jpg,0.06717538833618164
C:\Users\dhani\Documents\Tugas Akhir and Stuff\Data\Licuala spinosa\IMG_20241019_115513.jpg,0.10040616989135742
C:\Users\dhani\Documents\Tugas Akhir and Stuff\Data\Vatica oblongifolia Hook.f\IMG_20241125_111758.jpg,0.07208752632141113
C:\Users\dhani\Documents\Tugas Akhir and Stuff\Data\Ruellia simplex C.Wright\IMG_20241113_100940.jpg,0.06901979446411133
C:\Users\dhani\Documents\Tugas Akhir and Stuff\Data\Nepenthes mirabilis Druce\IMG_20241123_100836.jpg,0.06669950485229492
C:\Users\dhani\Documents\Tugas Akhir and Stuff\Data\Acalypha siamensis Oliv. ex Gage\IMG_20241109_133123.jpg,0.07352828979492188
C:\Users\dhani\Documents\Tugas Akhir and Stuff\Data\Tabernaemontana divaricata (L.) R.Br. ex Roem. & Schult\IMG_20241125_115017.jpg,0.07401609420776367
C:\Users\dhani\Documents\Tugas Akhir and Stuff\Data\Asystasia gangetica (L.) T.Anderson\IMG_20241125_115621.jpg,0.08402800559997559
