Epoch,Train Loss,Val Loss,Train Accuracy,Val Accuracy,Train F1 Score,Val F1 Score
1,3.0276414958798155,1.6177686237371884,22.01923076923077,57.74038461538461,0.2166185236424253,0.5303665890919436
2,1.4445640943488296,0.8510614880289022,59.07051282051282,75.24038461538461,0.5831947049966902,0.7410383143072905
3,1.0287839429719108,0.6259660253157983,69.58333333333333,81.10576923076923,0.6908470006663224,0.803067060761548
4,0.780906197063777,0.4722718371096282,75.8974358974359,85.96153846153847,0.7572202718874537,0.8534415873592264
5,0.6279709348265006,0.3898356802618274,81.4423076923077,88.36538461538461,0.8125291063896938,0.8795913433384607
6,0.6467321928666563,0.4132093321639471,80.12820512820512,87.78846153846153,0.80029959806441,0.8740952423961912
7,0.5202522665566328,0.3010688078464367,83.87820512820512,91.00961538461539,0.8378630238141671,0.909518999410564
8,0.5588453927514504,0.36693235885423536,83.30128205128206,88.9423076923077,0.831789460260196,0.8864374742790349
9,0.4615596066019973,0.24731164346090875,86.37820512820512,92.6923076923077,0.8630407195825979,0.9268793605242128
10,0.4439701649303339,0.3573665378221239,86.28205128205128,88.60576923076923,0.8625904152953064,0.8829837261701659
11,0.4079464735577301,0.23671649114694446,87.53205128205128,92.98076923076923,0.8749821888159344,0.9297048858128985
12,0.39951021748842025,0.2583928302431909,87.72435897435898,91.29807692307692,0.8767886341695632,0.9140455964048871
13,0.38374130344208407,0.21477637813860873,87.91666666666667,92.78846153846153,0.878913327885698,0.9274949205531039
14,0.3784578513278037,0.206691280601976,88.0448717948718,93.75,0.8805164482824281,0.9371048948135694
15,0.37167168697532343,0.19712506109454597,88.71794871794872,94.47115384615384,0.8868355986254408,0.9448910239477685
16,0.32271390761799956,0.22676065620124483,89.19871794871794,92.6923076923077,0.8918865467957726,0.9276828816449724
17,0.34994790231694983,0.20911052849573586,89.35897435897436,93.46153846153847,0.8935763578061697,0.9345476932435287
18,0.3474440422213199,0.22406515304912597,88.81410256410257,93.17307692307692,0.8877930433402247,0.9308944512189397
19,0.3112541889505727,0.21312521439842666,89.96794871794872,93.125,0.8993511865276047,0.9304606209150303
20,0.3405616007821292,0.1916793367700078,89.4551282051282,93.99038461538461,0.8945248303067846,0.9380329451122927
21,0.27878361514636446,0.18105269598644763,91.41025641025641,95.04807692307692,0.9138789900639323,0.9502423553983987
22,0.27800562415195973,0.18283067886525084,91.7948717948718,94.32692307692308,0.917555961610128,0.9424935510640922
23,0.2846568131021091,0.17534784995995534,91.4423076923077,94.61538461538461,0.9140328907010349,0.9469948207688971
24,0.2860043755143273,0.19254946023440705,90.86538461538461,93.84615384615384,0.9083610692481957,0.9386297134854644
25,0.2594889657457872,0.20914433640383112,91.66666666666667,93.41346153846153,0.9168426688731992,0.9337778263005257
26,0.25255102114942,0.17176580097237512,92.24358974358974,94.85576923076923,0.9222269015134703,0.9491301717296436
27,0.23974116614126428,0.16178819857284976,92.05128205128206,94.95192307692308,0.9203285417160377,0.9496364764988914
28,0.26037501602680707,0.15305077974178577,91.92307692307692,95.24038461538461,0.9193854523123394,0.9521369224881594
29,0.24130964936802582,0.1610097424389096,92.24358974358974,95.38461538461539,0.9221867375090002,0.9539449072847598
30,0.2649054529563505,0.15159063833998515,91.85897435897436,95.33653846153847,0.9183306076088242,0.9537167827528167
31,0.2610911930322039,0.13724799903526358,91.82692307692308,95.91346153846153,0.9179146044186803,0.9590504898531651
32,0.2257297014893622,0.15917494986889114,92.59615384615384,94.71153846153847,0.9256535574287176,0.946838336926575
33,0.26027542637775136,0.1756625439774675,91.25,94.75961538461539,0.9125069936301379,0.9480167800670538
34,0.24798023957302984,0.1991398102281332,92.59615384615384,94.71153846153847,0.9259017780428151,0.9466166443191149
35,0.2589485692050384,0.1616184842364209,91.41025641025641,95.57692307692308,0.9138953645206324,0.9554296819176235
36,0.21673558041339322,0.15541377554016855,93.26923076923077,94.75961538461539,0.9325647878771205,0.9474916486812371
37,0.20175935535178502,0.12400955095240183,93.68589743589743,96.0576923076923,0.9367450184162718,0.9605366917897371
38,0.2087731696665287,0.1850713465796826,92.98076923076923,94.27884615384616,0.9294579515396995,0.9440404234033135
39,0.24373075088524088,0.15974531723455024,92.33974358974359,95.24038461538461,0.9231869436442556,0.9524170107763256
40,0.21131692034173377,0.1478065252315271,93.58974358974359,95.33653846153847,0.9358288741558123,0.9531569649713668
41,0.20428694588873458,0.15230863218435284,94.19871794871794,95.14423076923077,0.9419439602133006,0.950997513022252
42,0.18448561509805067,0.13564617331802975,94.13461538461539,95.8173076923077,0.9415182962621486,0.9577290816424628
43,0.16464462551307313,0.20652946482609527,94.71153846153847,94.5673076923077,0.9470328863072136,0.9449903900031895
44,0.20820652110007953,0.11876846007366672,93.30128205128206,96.77884615384616,0.9329644268353903,0.9678605022128551
45,0.20239184986875983,0.1789356167571336,93.87820512820512,94.95192307692308,0.9388391277783603,0.9489414565627521
46,0.1857427234989496,0.12276975389112732,94.00641025641026,96.39423076923077,0.9400366916448901,0.9637350803970018
47,0.1818519922505532,0.15115656303012376,93.91025641025641,95.38461538461539,0.9391122101284679,0.9528909816740982
48,0.18189876422057955,0.128906376388309,94.19871794871794,95.86538461538461,0.9417289822716988,0.9584713454406922
49,0.22471857154551816,0.19230060130122673,92.94871794871794,94.32692307692308,0.9295181900073213,0.9445000594787006
50,0.14822558505099495,0.11402283169305659,95.41666666666667,96.20192307692308,0.9540942852724471,0.9618669433842686
