Image Path,Computation Time (s)
C:\Users\dhani\Documents\Tugas Akhir and Stuff\Data\Eusideroxylon zwageri Teijsm. & Binn\IMG_20241125_092722.jpg,0.14982318878173828
C:\Users\dhani\Documents\Tugas Akhir and Stuff\Data\Kalanchoe pinnata\IMG_20241125_094537.jpg,0.13651609420776367
C:\Users\dhani\Documents\Tugas Akhir and Stuff\Data\Furcraea foetida (L.) Haw\IMG_20241125_112750.jpg,0.1277918815612793
C:\Users\dhani\Documents\Tugas Akhir and Stuff\Data\Alstonia iwahigensis Elmer\IMG_20241125_113120.jpg,0.1487751007080078
C:\Users\dhani\Documents\Tugas Akhir and Stuff\Data\Mussaenda philippica\IMG_20241109_140811.jpg,0.13231301307678223
C:\Users\dhani\Documents\Tugas Akhir and Stuff\Data\Alstonia iwahigensis Elmer\IMG_20241125_113313.jpg,0.12997913360595703
C:\Users\dhani\Documents\Tugas Akhir and Stuff\Data\Hopea pedicellata (Brandis) Symington\IMG_20241125_090030.jpg,0.13669896125793457
C:\Users\dhani\Documents\Tugas Akhir and Stuff\Data\Licuala spinosa\IMG_20241019_115530.jpg,0.16215276718139648
C:\Users\dhani\Documents\Tugas Akhir and Stuff\Data\Kalanchoe pinnata\IMG_20241115_103059.jpg,0.1086130142211914
C:\Users\dhani\Documents\Tugas Akhir and Stuff\Data\Ixora javanica\IMG_20241019_121925.jpg,0.16654682159423828
C:\Users\dhani\Documents\Tugas Akhir and Stuff\Data\Allamanda cathartica L\IMG_20241109_141926.jpg,0.11496829986572266
C:\Users\dhani\Documents\Tugas Akhir and Stuff\Data\Furcraea foetida (L.) Haw\IMG_20241113_100158.jpg,0.1302640438079834
C:\Users\dhani\Documents\Tugas Akhir and Stuff\Data\Cordyline fruticosa (L.) A. Chev\IMG_20241123_084643.jpg,0.12718629837036133
C:\Users\dhani\Documents\Tugas Akhir and Stuff\Data\Costus woodsonii Maas\IMG_20241125_104512.jpg,0.13660883903503418
C:\Users\dhani\Documents\Tugas Akhir and Stuff\Data\Acalypha siamensis Oliv. ex Gage\IMG_20241109_133132.jpg,0.17915701866149902
C:\Users\dhani\Documents\Tugas Akhir and Stuff\Data\Terminalia mantaly H.Perrier\IMG_20241109_132617.jpg,0.13407182693481445
C:\Users\dhani\Documents\Tugas Akhir and Stuff\Data\Ruellia simplex C.Wright\IMG_20241113_101026.jpg,0.13474535942077637
C:\Users\dhani\Documents\Tugas Akhir and Stuff\Data\Cordyline fruticosa (L.) A. Chev\IMG_20241115_090226.jpg,0.13212370872497559
C:\Users\dhani\Documents\Tugas Akhir and Stuff\Data\Asystasia gangetica (L.) T.Anderson\IMG_20241125_115624.jpg,0.13299846649169922
C:\Users\dhani\Documents\Tugas Akhir and Stuff\Data\Asystasia gangetica (L.) T.Anderson\IMG_20241125_115416.jpg,0.12374997138977051
C:\Users\dhani\Documents\Tugas Akhir and Stuff\Data\Amorphophallus paeoniifolius (Dennst.) Nicolson\IMG_20241123_090538.jpg,0.12363815307617188
C:\Users\dhani\Documents\Tugas Akhir and Stuff\Data\Alstonia iwahigensis Elmer\IMG_20241125_113149.jpg,0.21228575706481934
C:\Users\dhani\Documents\Tugas Akhir and Stuff\Data\Amorphophallus paeoniifolius (Dennst.) Nicolson\IMG_20241123_090430.jpg,0.14274930953979492
C:\Users\dhani\Documents\Tugas Akhir and Stuff\Data\Acalypha siamensis Oliv. ex Gage\IMG_20241109_133151.jpg,0.1451706886291504
C:\Users\dhani\Documents\Tugas Akhir and Stuff\Data\Nepenthes mirabilis Druce\IMG_20241125_121758.jpg,0.13980889320373535
