Epoch,Train Loss,Val Loss,Train Accuracy,Val Accuracy,Train F1 Score,Val F1 Score
1,3.044119719339877,1.7890061259269714,30.80128205128205,70.86538461538461,0.30752156799143776,0.6911204503983586
2,1.6450967813024715,1.0400562790723948,70.28846153846153,82.21153846153847,0.6939337068759207,0.8144082930311087
3,1.1239814557591263,0.7401667528427565,79.00641025641026,86.73076923076923,0.7866797747857599,0.868500652939062
4,0.8884829817986002,0.5938495786144183,82.1474358974359,88.46153846153847,0.8202672315280327,0.8844898506514606
5,0.7414743203897866,0.5385325543009318,84.55128205128206,87.74038461538461,0.8444885239042065,0.8754033946123868
6,0.6619844828941384,0.4634737162062755,86.08974358974359,89.85576923076923,0.8594841835591622,0.8988430586281879
7,0.59558697136081,0.43476057952413194,87.17948717948718,90.04807692307692,0.8710605146061905,0.8994764022343621
8,0.539381130617492,0.38533914633668387,88.17307692307692,90.8173076923077,0.8812768577245501,0.907931228746648
9,0.496524021637683,0.36293929173396183,88.58974358974359,91.25,0.8853215178922641,0.9124248957969365
10,0.4811664959605859,0.3561716292626583,88.84615384615384,90.8173076923077,0.8881824473237969,0.9077036382380007
11,0.44314622863823055,0.3401941273934566,89.96794871794872,90.91346153846153,0.8995488824631093,0.9078534852833756
12,0.4205825046008947,0.314113465968806,89.8076923076923,92.40384615384616,0.8972158741565202,0.9241863732674603
13,0.39393267172331714,0.3102975180802437,90.57692307692308,92.01923076923077,0.9056695130739288,0.9205703111383159
14,0.37385914748420523,0.3073358953715517,91.0576923076923,92.0673076923077,0.9103437806679495,0.9215093986138698
15,0.38016869355829397,0.2817900720267342,90.51282051282051,92.54807692307692,0.9048543219294486,0.9261290545433507
16,0.35326374291765444,0.2800025620712684,90.86538461538461,92.3076923076923,0.9079715440314333,0.9230187745042578
17,0.34306457190185174,0.2832827731680412,91.85897435897436,92.83653846153847,0.9185624611232638,0.9289033802570461
18,0.33037063008060263,0.2761181830571821,91.92307692307692,92.40384615384616,0.9189612507783682,0.9237252843821604
19,0.31146253805075375,0.26776058294165594,92.5,92.83653846153847,0.9245146174366362,0.9289834185783205
20,0.3240237034553168,0.2742679138596241,92.17948717948718,92.25961538461539,0.9213115569200216,0.9225054161798437
21,0.290595289623859,0.2698304723375119,92.82051282051282,92.35576923076923,0.9280651771509796,0.9232141338438725
22,0.295365644884961,0.2581453140323552,92.24358974358974,92.5,0.922282811801581,0.92514702208414
23,0.28146285115151987,0.25208224586855904,92.8525641025641,92.6923076923077,0.9283755391261859,0.927182820446592
24,0.2835585354846351,0.257060316305321,92.46794871794872,92.59615384615384,0.9242629680305556,0.9266392655014205
25,0.267070935088761,0.2560672520015102,93.3974358974359,92.59615384615384,0.9338390649550676,0.9260545712327269
26,0.27045387356561057,0.24148912284200869,92.82051282051282,92.78846153846153,0.9279898002689801,0.9278375207834616
27,0.2595160534339292,0.23221308907422308,93.71794871794872,93.36538461538461,0.9369654523554583,0.9333464102111105
28,0.2434125002093461,0.24210301223569192,93.0448717948718,93.3173076923077,0.9301956521863036,0.9331070381930235
29,0.24913707592201476,0.2382676170565761,93.62179487179488,93.125,0.9360236633964298,0.9315209684759919
30,0.23778180504331783,0.2510864874634605,93.71794871794872,92.16346153846153,0.9371460647029115,0.9215302705095628
31,0.2376971450843373,0.23073690679784004,93.23717948717949,92.88461538461539,0.9321482217680089,0.9291016589636979
32,0.2546132011529134,0.23922025706045902,93.3974358974359,93.22115384615384,0.9338209031346919,0.9325279466376087
33,0.24742883318388947,0.23828118761213354,93.26923076923077,92.78846153846153,0.9327756031340121,0.9279309887097027
34,0.2280509147641002,0.23822441375097977,93.62179487179488,93.3173076923077,0.9361938195982812,0.9327680609231397
35,0.2352327710511733,0.24228569795735755,94.00641025641026,92.74038461538461,0.9397748410457459,0.9271732890658293
36,0.23754892057302046,0.23720395797863603,93.33333333333333,93.125,0.9332780362723851,0.9311649511990736
37,0.2276183709274141,0.25669610469172205,94.19871794871794,92.74038461538461,0.941913597825303,0.9273650282553637
38,0.21401320177377486,0.22561885977092272,94.00641025641026,93.22115384615384,0.9400767975835621,0.9322643590824508
39,0.20634584763676536,0.2209568440170887,94.4551282051282,93.3173076923077,0.9446400855724698,0.933076443287199
40,0.22433088168653906,0.22538271187088238,94.07051282051282,93.3173076923077,0.9407212694179049,0.9334865229044613
41,0.21053740424009001,0.24780655176145955,94.07051282051282,92.6923076923077,0.9408284631653699,0.927310187729488
42,0.21819048534546578,0.22745619894972502,94.16666666666667,93.07692307692308,0.9414058020779704,0.9308543783686718
43,0.22547375916370324,0.23665498236839014,93.36538461538461,92.74038461538461,0.9333857254384867,0.9285757280826765
44,0.20823498400954568,0.23152073458857977,94.26282051282051,93.46153846153847,0.9425456002250037,0.9348798833383524
45,0.18928970267273942,0.22149131746711925,94.87179487179488,93.5576923076923,0.9487167958727393,0.935503622332243
46,0.2128703430371017,0.22961849238759335,94.23076923076923,93.17307692307692,0.9422269365797269,0.9322516261802911
47,0.22036296311689882,0.22556028735035888,94.16666666666667,92.74038461538461,0.9416469057336166,0.9274870880393268
48,0.19529543661189322,0.22000970222378294,94.16666666666667,93.50961538461539,0.9414499268879309,0.9348208328173583
49,0.1931796859645722,0.22187174513864402,95.0,93.9423076923077,0.9499732848055815,0.9397469635501637
50,0.21220905417386365,0.22323817005291438,93.75,93.3173076923077,0.9374913382559994,0.9331874394935465
