Epoch,Train Loss,Val Loss,Train Accuracy,Val Accuracy,Train F1 Score,Val F1 Score
1,2.7453721445433947,1.2811122513734376,34.35897435897436,71.15384615384616,0.3384845878601137,0.6831904438069649
2,1.2323196147169386,0.6401394508205928,68.3974358974359,84.42307692307692,0.679006209287716,0.8362983439064855
3,0.8453463054433161,0.4644737158257228,77.05128205128206,87.11538461538461,0.7665688488357123,0.8699567433688012
4,0.6734679849172125,0.3797896735943281,80.64102564102564,89.66346153846153,0.8047071517065761,0.8972268827287032
5,0.6048663618917368,0.3431772590829776,82.1474358974359,89.71153846153847,0.8198252739017415,0.8935788212711665
6,0.5138240584305355,0.2865391610190272,84.83974358974359,91.97115384615384,0.8478493809080141,0.9192033810222117
7,0.4435935079747317,0.2527080230844709,86.76282051282051,92.21153846153847,0.866603280968621,0.9232572132091955
8,0.4255875414427446,0.21499371353912955,87.1474358974359,93.125,0.8711215528555096,0.9297588413890803
9,0.3990497568584218,0.23210676917806267,88.0448717948718,92.5,0.8805322528973244,0.9245247306501297
10,0.3938097994090343,0.27037141122049296,88.07692307692308,91.97115384615384,0.8803554745564118,0.9184897687670889
11,0.37365614915532724,0.21424491958549388,88.52564102564102,93.26923076923077,0.8846818442531391,0.9322613782819471
12,0.36723701465798886,0.23037692863189688,88.5576923076923,93.02884615384616,0.8852569264831337,0.9296191012373289
13,0.33207011481328885,0.20668432949325785,90.28846153846153,93.41346153846153,0.9028633362668723,0.9344304753497295
14,0.3218833636872622,0.22455872183916373,89.71153846153847,92.45192307692308,0.8969597330273879,0.9221568120578644
15,0.3005692866459793,0.21323472512348626,90.86538461538461,92.9326923076923,0.9085284778167402,0.9319148045092841
16,0.2966332094249677,0.21811028339076213,90.41666666666667,93.125,0.9041019489256373,0.930661518128884
17,0.33548820893071135,0.17859790700738534,89.71153846153847,94.66346153846153,0.8967327495068509,0.946608619664198
18,0.2721164587657062,0.15647489777049767,91.50641025641026,95.14423076923077,0.91506496790834,0.9513437341891412
19,0.2956583424642378,0.20623797728554705,90.5448717948718,93.60576923076923,0.9053376208955144,0.9331232911254257
20,0.274338108088289,0.1754092838377871,91.47435897435898,94.47115384615384,0.9146642853948493,0.9450392810265874
21,0.2532426196587633,0.17308189217135525,91.9551282051282,94.5673076923077,0.9193231845989664,0.9460082390241422
22,0.2510190172196955,0.15780559617202156,92.46794871794872,95.625,0.9246060315120066,0.9567542766932603
23,0.27464696810561784,0.14908061073376583,91.53846153846153,95.86538461538461,0.9152215400372694,0.9589097502234166
24,0.27701942459204976,0.17235474856928565,90.92948717948718,95.04807692307692,0.9090343044715006,0.9495004540823703
25,0.2567908758183523,0.13671370925999676,92.24358974358974,95.72115384615384,0.9223978432185015,0.9570403832455997
26,0.21501338379267526,0.14222850148440697,92.62820512820512,95.72115384615384,0.926123623977233,0.9571242780605675
27,0.2641978884800052,0.1572965967813686,91.92307692307692,95.09615384615384,0.91910437705368,0.9506959441671416
28,0.2382950073070064,0.16095705055553342,92.27564102564102,95.14423076923077,0.9226983248402666,0.95150709724292
29,0.239800968568544,0.16027650660225146,91.57051282051282,95.48076923076923,0.9157295953706872,0.954843166591699
30,0.19282042527837412,0.1301682716745955,94.48717948717949,96.20192307692308,0.9447270626046517,0.962296334465102
31,0.20872594940723205,0.14421865100191028,93.68589743589743,95.24038461538461,0.9366347183314866,0.9525726502247611
32,0.23240670554187834,0.13426131298184862,92.82051282051282,96.0576923076923,0.9280849292502766,0.9604241069752066
33,0.20983757529103633,0.13569818918594348,93.17307692307692,96.10576923076923,0.9315128114649288,0.9609510136314553
34,0.21106514194029935,0.13183429391596851,93.2051282051282,96.34615384615384,0.9319682318350704,0.9634355210907953
35,0.2077919828268338,0.1367920988035621,93.52564102564102,95.14423076923077,0.9354207747909288,0.951104071196373
36,0.21745982450642148,0.17162182803552312,92.98076923076923,93.9423076923077,0.929641182827093,0.9367144885836571
37,0.21527399487641394,0.11938616857571385,93.58974358974359,96.4423076923077,0.9357296646603929,0.9643569943587132
38,0.19516319918389224,0.14959088161935002,93.84615384615384,94.90384615384616,0.93839366455857,0.9492166307369445
39,0.21934676974327588,0.11299131571034265,92.78846153846153,96.53846153846153,0.9276673154742556,0.9654624969513452
40,0.21881595753817534,0.15765952712245052,93.58974358974359,95.04807692307692,0.9358591828048971,0.9501456038208731
41,0.20730213234581205,0.14202743108650723,93.52564102564102,95.38461538461539,0.9350825163175309,0.9543701863734858
42,0.19684681158550843,0.15292706596372646,93.91025641025641,95.33653846153847,0.9389108054803975,0.9532029421644714
43,0.18270646991702366,0.16994904811922773,94.00641025641026,94.42307692307692,0.9399626450137494,0.9437284820837076
44,0.20272551327753735,0.1441148508593397,93.81410256410257,95.76923076923077,0.9380266132628059,0.9581773030695045
45,0.19350892358592578,0.15241059557279535,93.81410256410257,95.1923076923077,0.938228039022492,0.9518173801291622
46,0.18482094094613377,0.15235622375096752,93.75,95.33653846153847,0.9373126104972698,0.9533492252603154
47,0.18474821151443283,0.136768856760598,94.4551282051282,95.91346153846153,0.9445871462259963,0.9593203328119245
48,0.21202397658204547,0.17413563817532962,93.65384615384616,95.48076923076923,0.9363922346983029,0.9543307745057326
49,0.21945084686562114,0.12803414670485067,93.2051282051282,96.39423076923077,0.9321060015380207,0.9638294868361474
50,0.1956613379511602,0.11954532575854011,93.81410256410257,96.58653846153847,0.9382809990393276,0.9657856689608294
